,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
19864,543300,,17936.0,Cm6_L,L,Primary Anchor,optic,Cm6,takemuras,,,Mi19,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm6,left,45241.0
19868,100868,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,20226.0
19869,67830,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,12844.0
19870,108465,,22958.0,Dm9_L,L,Primary Anchor,optic,Dm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm9,left,21941.0
19896,531486,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,41991.0
19902,149710,,52696.0,Cm1_L,L,Primary Anchor,optic,Cm1,takemuras,,,Mi25a,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm1,left,30351.0
19903,28362,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,3780.0
19904,580200,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,48463.0
19911,120353,LPC1,14792.0,LPC1_L,L,Prelim Roughly traced,visual_projection,LPC1,takemuras,,,,,,,,,,,,,,,LPC1,,,,,,,,,,,,,,,False,LPC1,left,24676.0
19915,85398,,16753.0,Tm37_L,L,Primary Anchor,optic,Tm37,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm37,left,16748.0
19916,29501,L2,10350.0,L2_L,L,Prelim Roughly traced,optic,L2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L2,left,4056.0
19918,88978,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,17519.0
19922,533620,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,42718.0
19925,130169,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,26799.0
19927,517155,TmY15,12277.0,TmY15_L,L,Primary Anchor,optic,TmY15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY15,left,38364.0
19929,33030,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,4852.0
19936,112901,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,22947.0
19946,559925,Dm8,18363.0,Dm8a_L,L,Primary Anchor,optic,Dm8a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8a,left,47938.0
19947,533830,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,42778.0
19948,55603,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,10059.0
19951,73620,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,14125.0
19953,154175,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,30988.0
19954,531371,CB3836,12096.0,MeLo2_L,L,Prelim Roughly traced,optic,MeLo2,takemuras,,,ML2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo2,left,41957.0
19955,196011,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,35124.0
19957,50352,Tm5c,18223.0,Tm5c_L,L,Primary Anchor,optic,Tm5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5c,left,8845.0
19960,50222,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,8813.0
19968,105058,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,21188.0
19969,533089,TmY9,17030.0,TmY9b_L,L,Primary Anchor,optic,TmY9b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9b,left,42526.0
19972,10921,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,153.0
19985,538998,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,44124.0
19986,515920,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,37885.0
19989,61770,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,11465.0
19991,539128,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,44153.0
19996,150813,T1,12970.0,T1_L,L,Primary Anchor,optic,T1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,30518.0
19997,161463,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,31942.0
20001,118066,,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,24155.0
20002,14116,Dm12,14116.0,Dm12_L,L,Prelim Roughly traced,optic,Dm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm12,left,569.0
20003,144245,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,29469.0
20004,550232,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,47001.0
20008,178675,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,33680.0
20011,89714,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,17684.0
20014,141439,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,28958.0
20015,33454,,27017.0,LPT113_L,L,Prelim Roughly traced,visual_centrifugal,LPT113,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPT113,left,4950.0
20019,136457,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,28036.0
20021,28969,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,3934.0
20022,32376,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,4698.0
20025,512479,Tlp4,13744.0,Tlp13_L,L,Prelim Roughly traced,optic,Tlp13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tlp13,left,36876.0
20026,112490,,22958.0,Dm9_L,L,Primary Anchor,optic,Dm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm9,left,22851.0
20028,143736,,15648.0,Tlp11_L,L,Prelim Roughly traced,optic,Tlp11,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tlp11,left,29383.0
20029,515633,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,37776.0
20041,542781,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,45033.0
20051,133834,,20830.0,Tm33_L,L,Primary Anchor,optic,Tm33,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm33,left,27568.0
20053,50862,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,8959.0
20061,515427,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,37699.0
20067,81515,T1,12970.0,T1_L,L,Prelim Roughly traced,optic,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,15879.0
20068,133322,Dm10,19465.0,Dm10_L,L,Prelim Roughly traced,optic,Dm10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm10,left,27461.0
20077,81547,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,15891.0
20078,173605,LCe04,71822.0,LoVP12_L,L,Prelim Roughly traced,visual_projection,LoVP12,,,,LC48,,,,,,,,,,,,LC9,,,,,,,,,,,,,,,False,LoVP12,left,33235.0
20080,139385,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,28578.0
20084,18881,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,1541.0
20085,46417,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,7971.0
20089,104588,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,21084.0
20091,517307,Dm12,14116.0,Dm12_L,L,Prelim Roughly traced,optic,Dm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm12,left,38426.0
20093,44880,TmY9,17030.0,TmY9b_L,L,Primary Anchor,optic,TmY9b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9b,left,7617.0
20101,539923,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,44413.0
20107,531956,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,42133.0
20113,537489,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,43937.0
20123,528068,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,41072.0
20124,95131,Dm15,14388.0,Dm15_L,L,Prelim Roughly traced,optic,Dm15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm15,left,18877.0
20126,39000,Pm1,16846.0,Pm1_L,L,Prelim Roughly traced,optic,Pm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm1,left,6173.0
20128,589676,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,48733.0
20137,32410,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,4701.0
20140,128374,Dm3,24233.0,Dm3c_L,L,Primary Anchor,optic,Dm3c,takemuras,,,Dm3b,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3c,left,26389.0
20154,160707,C2,15627.0,C2_L,L,Primary Anchor,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,31837.0
20158,94992,MeTu4,15873.0,MeTu4d_L,L,Prelim Roughly traced,visual_projection,MeTu4d,takemuras,,,MeTu4c,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu4d,left,18850.0
20162,301668404,,14307.0,Tm31_L,L,Primary Anchor,optic,Tm31,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm31,left,48784.0
20171,99568,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,19917.0
20177,38337,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,6028.0
20181,21331,LC9,11372.0,LC9_L,L,Prelim Roughly traced,visual_projection,LC9,takemuras,,VPNd3,,,,,,,,,,,,,LC9,,,,,,,,,,,,,,,False,LC9,left,2104.0
20192,52297,LC11,11747.0,LC11_L,L,Prelim Roughly traced,visual_projection,LC11,takemuras,,VPNp3,,,,,,,,,,,,,LC11,,,,,,,,,,,,,,,False,LC11,left,9280.0
20197,181117,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,33865.0
20198,28466,CB3825,13019.0,Cm12_L,L,Prelim Roughly traced,optic,Cm12,takemuras,,,Mti4,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm12,left,3810.0
