leftid,rightid,celltype,annotated_name,left_name,right_name,cluster
9207332,8305958,LHN,no official annotation,like thermo AP left,like thermo AP right,53
12356747,19857573,MB-FFN,FFN-11,forking too high?,Ipsi relay neuron BPL lat R,53
15343835,4114133,MB-FBN,FB2N-9,CP23 d 13_left,CP23 d 13_right,53
14981128,9039416,other,no official annotation,ni loopy left,ni loopy right,53
2439134,4099900,LHN,no official annotation,BLDa b 6_from Another temp PN (ds5th-2) left,BLDa b 6_from Another temp PN (ds5th-2) right,53
13966828,3707204,other,no official annotation,Magic wand left (AF11),Magic wand right (AF11),53
13852833,9457719,MB-FBN,FB2N-4,CP23 d 5_left,CP23 d 5_right,53
11703922,16181377,LHN,LHN-16; CN-52,Bridge III_left,Bridge III_right,53
12281339,9585013,LHN,no official annotation,Another bilateral axon_35a left,Another bilateral axon_35a right,53
12300089,10827212,other,no official annotation,S3 left; old DS noci_sibling_left,S3 right,53
14434314,13369670,LHN,no official annotation,S1: neuron left,S1: neuron right,53
12138418,8310087,LHN,CN-15,CD ; Key_left,CD ; Key_right,53
4391317,11826171,LHN,no official annotation,3rd Thermo AP - Bridge IV_left,3rd Thermo AP - Bridge IV_right,53
13206239,8847957,LHN,LHN-3,Bridge II_left,Bridge II_right,53
4607160,9287199,other,no official annotation,PDL005-like left,PDL005-like right- (D CB)2 Right,53
17176866,17176882,PN,FFN-12; enteric 2nd_order PN; mechano-II/III 2nd_order PN,BAmas lineage Neuron left,BAmas lineage Neuron right,54
13854190,5476653,pre-DN-SEZ,no official annotation,BAmas d 1 neuron left,BAmas d 1 neuron right,54
14451162,17278502,other,no official annotation,DPLl ipsilateral left,DPLl ipsilateral right,54
3945232,9841469,PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN,Sleepy Left,Sleepy-2 Right,54
9787933,867393,PN,enteric 2nd_order PN,BAmas lineage Neuron left 2,BAmas lineage neuron right 2,54
3945225,3793681,PN,enteric 2nd_order PN; mechano-II/III 2nd_order PN,DAMv12_med Munin Output left,DAMv12_med Munin Output right,54
12479019,5560620,PN,FFN-17; enteric 2nd_order PN,BAmas12 7 d the other side left,BAmas12 7 d right,54
9006142,5783868,CN,no official annotation,AK ; DALcm12 v p 7_left,AK ; DALcm12 v p 7_right ,54
3945454,11637003,PN,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN; respiratory 2nd_order PN; mechano-II/III 2nd_order PN,Sleepy-2 Left,Sleepy Right,54
3945394,3729504,PN,enteric 2nd_order PN; mechano-II/III 2nd_order PN,Output of Munin left 3,Munin Output right - unfinished,54
3420915,3622234,PN,FFN-18; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN,SOG into brain contralaterally right - paired with #3622234,SOG into Brain contralaterally left - paired with #3420915,54
11011058,2667061,CN,FFN-2,Not Finished left,ASB TODO B1 right 8 Fragment with soma,55
8582134,8469124,LHN,no official annotation,BLDn 1 AF ;  Left Review ,BLDn 1 AF ; Right  Review ,55
3157405,8752697,MB-FBN,FAN-1,AN: DPMlp Lar_left,AN: DPMlp Lar_right,55
16985194,15068806,PN-somato,mechano-Ch 2nd_order PN,ASB TODO No Soma; Gap Crossing Attempt; left,Fragment To Find Soma; BLVp2 1 right,55
10427055,17437725,LHN,no official annotation,Ouroboros left,Ouroboros right,55
17165286,13046847,other,no official annotation,DPLm ant lat 1_left,DPLm ant lat 1_right,55
8974428,9294475,LHN,no official annotation,R ; DALcm1/2 neuron hemisphere 4_left,R ; DALcm12 neuron hemisphere 4_right,55
4379508,3794023,LHN,no official annotation,Output of Hugin left,Output of Hugin right,56
2142817,17415439,pre-DN-SEZ,no official annotation,pre-dorsal-MAP presynaptic-D-2-R left,presynaptic-D-2-MAP right,56
9524538,11946903,PN-somato,mechano-II/III 2nd_order PN,M1 ; Left,M1 ; Right,56
3814651,15732471,LHN,no official annotation,Y neuron left,Y neuron right,56
9503428,10343101,other,no official annotation,CM4 dor pos 10 left,CM4 dor pos 10 right,56
13395814,17756162,pre-DN-SEZ,no official annotation,DS_noci_sibling-like_left,DS_noci_sibling-like_right,56
3928522,16434842,RGN,no official annotation,PTTH 2 left,PTTH 2 right,56
4595609,19120853,ascending,mechano-II/III,pCC a1l,pCC a1r,56
9372642,9842000,RGN,no official annotation,PTTH 1 left,PTTH 1 right,56
17423412,13038489,LHN,no official annotation,downstream of A2 mPN iACT R left,downstream of A2 mPN iACT right,56
16742642,8546775,pre-DN-SEZ,no official annotation,DPLam hook left,DPLam hook right,56
9436520,20536322,pre-DN-SEZ,no official annotation,DPLc PDL_left,DPLc PDL_right,56
9503414,13950464,PN-somato,mechano-II/III 2nd_order PN,midline projection neuron in the brain_PI ,DAMv12 med 3,56
11197975,7692008,other,no official annotation,CPb brush left,CP brush right; CP2/3d obPl 12,56
17927604,11605567,pre-DN-SEZ,no official annotation,DS noci_sibling_left,DS noci_sibling_right,56
3158123,15225589,LHN,no official annotation,presynaptic-D-2-MAP-L left,pre-dorsal-MAP presynaptic-D-2-R right,56
9237370,3726990,other,no official annotation,DPLm1 contralateral 2 left,DPLm1 contralateral 2 right; potential RG neuron,56
3946364,6133702,other,no official annotation,AF6: Munin Output left,AF6 right - ASB TODO 1.1,56
15825892,3765728,other,no official annotation,UNK bridge left,UNK bridge right; AF6: Munin Output right,56
6011278,9288827,other,no official annotation,DPLm1 contralateral 1 left,DPLm1 contralateral 1 right; Bilateral DS Smash,56
3946432,2935173,LHN,_WS,WS: from olfactory to Hugin interneuron left,WS: from olfactory to Hugin interneuron right,56
11687072,18425189,other,no official annotation,CPb pointer 1 left,CPb pointer 1 right; CP23 d 11 - TO FOLLOW AT GAP,56
2439150,11851588,LHN,no official annotation,inner bridge 2 left,inner bridge 2 right,56
17641913,13429045,LHN,no official annotation,AF4: TOH left,AF4: TOH right; Large Spider Neuron right,56
4785242,2935198,LN,no official annotation,AF3 thermo 3rd left,AF3 thermo 3rd right,56
14162492,2854715,other,no official annotation,DPLam neuron left,DPLam neuron right,56
7901791,2506050,MBIN,DAN-f1,MBE4a left,MBE4a right,57
7983899,7616956,MBIN,OAN-e1,MBE9a left,MBE9a right,57
15571194,3234817,LN,APL,MBE12 left,MBE12 right,57
12475432,3890028,MBIN,MBIN-e2,MBE24a left,MBE24a right,57
4414163,4414184,MBIN,DAN-j1,MBE1d left,MBE1d right,57
3886356,5966099,MBIN,DAN-d1,MBE4h left,MBE4h right,57
15592096,16240569,MBIN,DAN-c1,MBE4g left,MBE4g right,57
17295912,16353832,MBIN,MBIN-b2,MBE10b left,MBE10b right,57
4381129,15404207,MBIN,MBIN-l1,MBE19 left,MBE19 right,57
4381377,10673895,MBIN,DAN-g1,MBE4f left,MBE4f right,57
15421363,3299214,MBON,MBON-j1,MBE2a left,MBE2a right,57
8689674,8319311,MBIN,MBIN-b1,MBE10a left,MBE10a right,57
7057894,6611894,MBIN,DAN-i1,MBE1c left,MBE1c right,57
12871993,4884579,MBIN,DAN-k1,MBE1b left,MBE1b right,57
16554856,18570360,other,no official annotation,DAMd1 bilateral left,DAMd1 bilateral right,58
17639784,17438424,CN,CN-9,SLP1_left; CM13 lat 9?,SLP1_right; CM13 lat 9,58
16444552,16339645,CN,CN-35,CG_left,JI_right,58
16545179,14501257,pre-DN-VNC,no official annotation,Lure-3 left,Lure-3 right,58
12868041,17340931,CN,CN-35,JI_left,CG_right ,58
12869029,13953356,other,no official annotation,IL; DAMd23_left,IL; DAMd23_right,58
12866697,11465297,other,no official annotation,CC ; DPLm post 1_left,CC ; DPLm post 1_right,58
16444758,17762417,pre-DN-SEZ,no official annotation,MB2ON-205 like left,MB2ON-205 like right,58
11389855,16484888,other,no official annotation,SKY_left,SKY_right,58
17360262,14758420,LN,no official annotation,DALv1_PB2_left,DALv1_PB2_right,58
11216417,8451818,CN,no official annotation,ADC1_left,ADC1_right,58
5675990,15688523,pre-DN-VNC,no official annotation,CPa Minnow left,CPa Minnow right,58
17360296,14757992,LN,no official annotation,DALv1_PB4_left,DALv1_PB4_right,58
2797480,13713529,pre-DN-VNC,no official annotation,DPLc_post_med descending left,DPLc_post_med descending right,58
8864778,9767705,other,no official annotation,CPf small bilateral left,CPf small bilateral right,58
3043970,16181130,other,no official annotation,SLO_left,SLO_right,58
4721538,8069365,LHN,no official annotation,QI; visual interneuron_left,QI; visual interneuron_right,58
10875625,4067286,LHN,CN-26,SLP2_left,SLP2_right,58
12389097,15674269,MB-FFN,FFN-10,neuron 12389098,N4_right,58
8877158,10163418,MBON,MBON-a1,MBE7a left,MBE7a right,59
5395823,11524047,MBON,MBON-g2,MBE15b left,MBE15b right,59
7055857,4241237,MBON,MBON-d1,MBE6 left,MBE6 right,59
16223537,8980589,MBON,MBON-c1; CN-59,MBE18 left,MBE18 right,59
17147698,8094859,MBON,MBON-b1,MBE11a left,MBE11a right,59
4401350,4598363,MBON,MBON-g1,MBE15a left,MBE15a right,59
8798010,4195012,MBON,MBON-h1; MBON-h2,MBE13b left,MBE13a right,59
7802210,16797672,MBON,MBON-i1,MBE5a left,MBE5a right,59
16883909,4234009,MBON,MBON-b3,MBE33 left,MBE33 right,59
16846805,18028397,MBON,MBON-k1,MBE5b left,MBE5b right,59
4408369,16758011,other,no official annotation,Baso_left,Baso_right,59
8338584,4230749,MBON,MBON-h1; MBON-h2,MBE13a left,MBE13b right,59
16782830,9469519,MBON,MBON-b2,MBE11b left,MBE11b right,59
17355757,15617305,MBON,MBON-a2,MBE7b left,MBE7b right,59
10612094,12122924,MB-FBN,FBN-28; mechano-Ch 2nd_order PN,CZ2_left,CZ2_right,60
16089743,10340880,LHN,no official annotation,P1: BLAd ant lat_left,P1: BLAd ant lat_right,61
13197236,8075484,LN,FBN-17; CN-7,M ; F6 pair_left,M ; F6 pair_right,61
15566333,15568333,CN,PL-6,V ; DPMpm2 4_left,V ; DPMpm2 4_right,61
5938794,8310955,LHN,no official annotation,DPLl i ( BLDa b 4 ) left,DPLl i ( BLDa b 4 ) right,61
11013351,11909406,LN,CN-11; FBN-12,U3 ; bilateral-2_left,U3 ; bilateral-2_right,61
9015745,9583435,MB-FFN,FFN-14,NI? left_former:Left Mid,NI? right,61
16442113,3814175,LHN,FFN-3,T Neuron_sibling left,T Neuron_sibling right,61
5874480,17058350,other,CN-8,Bridge V_left,Bridge V_right,61
2369444,10119916,LHN,no official annotation,Z: contra_left ,Z: contra_right,61
11409587,17019327,CN,mechano-II/III 2nd_order PN,CF ; pDM_left,CF ; pDM_right,61
9078240,7688300,pre-DN-VNC,no official annotation,AW ; Left At Gap With Soma,AW ; Right CP2/3d obPl 11; CP23 d 4 ,61
12299621,8034919,LHN,CN-17,AV ; DPLc ant lat 1_left,AV ; DPLc ant lat 1_right,61
15766806,13863331,MB-FBN,FBN-15; LHN-12; CN-48,Bridge I_left,Bridge I_right,61
10842099,10882750,pre-DN-VNC,no official annotation,SLQ2_left,SLQ2_right,62
21300466,18644088,pre-DN-SEZ,no official annotation,UNK horseshoe left,UNK horseshoe right,62
17777981,16685117,pre-DN-VNC,no official annotation,SLR_left,SLR_right,62
16348875,15601640,pre-DN-SEZ,no official annotation,SLT_left,SLT_right,62
16167914,13834125,pre-DN-VNC,no official annotation,LX1_left,LX1_right,62
5769582,9753418,PN-somato,noci 2nd_order PN,LH-LN2_left,LH-LN2_right,62
10842047,14914182,pre-DN-SEZ,no official annotation,CPa medial bilateral 1 left; SLS?_left,CPa medial bilateral 1 right,62
12782494,15585114,pre-DN-SEZ,no official annotation,SLU_left,SLU_right,62
16433696,19132527,pre-DN-SEZ,no official annotation,BLAl_I-X 2 left,BLAl_I-X 2 right,62
10382686,16100103,LHN,no official annotation,MS: CM4 bc 2 ant lat left,MS: CM4 bc 2 ant lat right,62
10400440,18264509,CN,no official annotation,Fragment with soma left,neuron 18264510 right,62
10411574,17379420,DN-VNC,CN-28; PL-17,OL: CM4 ven ant 2 DNs_left,OL: CM4 ven ant 2 DNs_right,62
18500915,16846902,CN,no official annotation,BLVa12 contralateral 1 left,BLVa12 contralateral 1 right,62
10523825,17455871,pre-DN-VNC,no official annotation,BLVp bonsai left,BLVp bonsai right,62
16937815,13411525,CN,no official annotation,DPMm1 ipsilateral sheet left,DPMm1 ipsilateral sheet right,62
9236708,9212816,CN,CN-23,IO; down_oct_left,IO; down_oct_right,62
16428373,5369028,pre-DN-VNC,no official annotation,DPLc post med 1 left,DPLc post med 1 right,62
10600188,8571259,pre-DN-VNC,no official annotation,DPMm1 4_left,DPMm1 4_right ,62
17237305,14948339,CN,CN-18,IT_left,IT_right,62
10100020,1868538,pre-DN-VNC,no official annotation,CP4 8 left,CP4 8 right,62
15792643,15610774,pre-DN-VNC,no official annotation,LX_left,LX_right,62
16468935,10781924,pre-DN-VNC,no official annotation,gate1_left,gate1_right,62
17354414,3021609,pre-DN-VNC,no official annotation,DPM contralateral horseshoe left,DPM contralateral horseshoe right,62
10880408,10875178,pre-DN-VNC,no official annotation,PZ_left,PZ_right,62
16683943,7530253,RGN,no official annotation,ITP candidate 4 left,ITP candidate 4 right,63
5615961,5601924,RGN,no official annotation,hugin-RG left 2,hugin-RG right 2,63
10563755,13535387,RGN,no official annotation,DH44 3 left,DH44 3 right,63
1395971,15574231,sensory,enteric,AN-L-Sens-B1-ACa-11,AN-R-Sens-B1-ACa-08,63
5617164,10963761,sensory,respiratory,v'td_a2l,v'td_a2r ,63
1398253,15574199,sensory,enteric,AN-L-Sens-B1-ACa-05,AN-R-Sens-B1-ACa-06,63
10418394,2260755,RGN,no official annotation,DH44 1 left,DH44 1 right,63
1367171,15559195,sensory,enteric,AN-L-Sens-B1-ACa-04,AN-R-Sens-B1-ACa-04,63
16683883,5956787,RGN,no official annotation,ITP candidate pair 3 left; ITP candidate 3 left,ITP candidate pair 3 right; ITP candidate 2 right,63
4874953,5469039,RGN,no official annotation,Capa right,Capa left,63
11874130,10868477,sensory,respiratory,v'td-2_a1l,v'td1_a1r,63
7476468,3762787,RGN,no official annotation,CRZ 3 left,CRZ 2 right,63
3915835,5638694,sensory,respiratory,v'td_a3l,v'td_ a3r,63
15639294,7571966,DN-VNC,no official annotation,CPe contralateral descending left; CPobPm4 is CPe3/pep asc cand Left,CPe contralateral descending right; CPe3/pep asc cand Right; CP1 d 4,63
40152,15573396,sensory,enteric,AN-L-Sens-B1-ACa-10,AN-R-Sens-B1-ACa-09,63
3925724,5955853,RGN,no official annotation,ITP candidate 1 left,ITP candidate 1 right,63
3926669,3727026,RGN,no official annotation,CRZ 1 left,CRZ 1 right,63
15769419,15548107,sensory,enteric,AN-L-Sens-B1-ACa-08,AN-R-Sens-B1-ACa-17,63
3926438,3727004,RGN,no official annotation,CRZ 2 left,CRZ 3 right,63
15770032,3556191,sensory,enteric,AN-L-Sens-B1-ACa-03,AN-R-Sens-B1-ACa-03,63
3926904,7529574,RGN,no official annotation,ITP candidate pair 2 left; ITP candidate 2 left,ITP candidate pair 2 right; candidate 3 right,63
3729496,3762317,DN-SEZ,no official annotation,"Input from both Munin 3, into SOG left, PAIR #2","Input from both Munin 3, into SOG right, PAIR #3",63
2138427,5038703,RGN,no official annotation,hugin-RG left 1,hugin-RG right 1,63
14541927,4235139,MBIN,MBIN-e1,AVM011f left,AVM011f right,64
9109799,9074101,MBON,MBON-d3,MBE35 left,MBE35 right,64
7056904,17176927,pre-DN-SEZ,CN-30,KU: DALcm12 L m ant lat 6_left,KU: DALcm12 L m ant lat 6_right,64
16475849,16823703,MB-FBN,CN-25; FAN-12,AT ; DPMpm2 1_left,AT ; DPMpm2 1_right,64
14540633,4473922,MB-FBN,CN-36; FAN-4; PL-9,B ; DALcm12 m ant lat 5_left,B ; DALcm12 m ant lat 5_right,64
7540581,5516552,MB-FBN,FBN-13; mechano-Ch 2nd_order PN,I ; Bala12 #9_left,I ; Bala12 #9_right,64
10702736,14206030,CN,CN-16,AQ ;  DPMpm2_1_left,AQ ;  DPMpm2_1_right,64
12832017,19091931,MB-FFN,FFN-16,CM13 lat 12 gap,Neuron 19091932 gap,64
16544462,4515496,other,no official annotation,BAmv1/2 #3_left,BAmv12 #3_right,64
9409359,3913620,CN,CN-6,T5; offPVL09_3_large_left,T5; offPVL09_3_large_right,64
17150791,8712361,MB-FBN,CN-10; FAN-2,AB_left,AB_right,64
15810983,6699205,MBON,MBON-d2,MBE30 left,MBE30 right,64
8078096,4514494,MB-FBN,CN-44; FAN-3,BG ; Baso-anterior target neuron #2 MB PN_left,BG ; Baso-anterior target neuron #2 MB PN_right,64
12478620,16318521,PN,gustatory-pharyngeal 2nd_order PN,neuron 12478621 left,ASB PN right,64
5169587,4228119,other,no official annotation,P ; DALcm12  m ant lat #4_left,P ; DALcm12  m ant lat #4_right,64
14891367,5771934,other,no official annotation,BAmd1 d_left,BAmd1 d_right,64
15668309,17165711,MB-FBN,CN-14; FAN-11,J ; Mid DPMpl lat  (F4 pair)_left,J ; Mid DPMpl lat  (F4 pair)_right,64
17176911,4575178,CN,CN-42,CH ; BAmd1 lineage_left,CH ; BAmd1 lineage_right,64
15253921,4598109,MBON,MBON-f1,MBE34 left,MBE34 right,64
15398730,6703240,MBON,MBON-n1,MBE23 left,MBE23 right,64
16868923,17013073,MBON,MBON-o1; CN-60,MBE24b left,MBE24b right,64
10202724,5480553,PN,FBN-3; enteric 2nd_order PN,LP: BAmas d 3_left,LP: BAmas d 3_right,64
11257084,7612147,LHN,LHN-20; CN-56,Q; CP23d med of obPl 1 Gap; CP23 d 14_left,Q?; CP23d med of obPl 1 Gap; CP23 d 14_right,64
5321459,10809383,MB-FBN,CN-43; FBN-14,O ; BAmd1 v_right,O ; BAmd1 v_left,64
7910624,7897469,MBON,MBON-q1,MBE2as left,MBE2as right,64
11003660,16594509,MB-FBN,FBN-1,BJ_left,BJ_right,64
10543751,11464638,CN,CN-4,DPMpl lat 7_left,DPMpl lat 7_right,64
14082322,7840791,MBON,MBON-e1,MBE9b left,MBE9b right,64
17140424,9753530,CN,no official annotation,BH ; Descending 2; CP1 v 2_left,BH ; Descending 2; CP1 v 2_right,64
8922644,8297018,MBON,MBON-e2,MBE16 left,MBE16 right,64
16383966,7371184,pre-DN-VNC,no official annotation,neuron 16383967 left,BAmd1 d 6 right,65
17728781,13644685,pre-DN-VNC,no official annotation,BAlp4 ascending 5 left,BAlp4 ascending 5 right,65
17356442,16443509,pre-DN-VNC,no official annotation,valentine neuron left,valentine neuron right,65
16713227,17659014,DN-SEZ,no official annotation,PVM21-like 2 left,PVM21-like 2 right,65
9787592,13191017,DN-SEZ,no official annotation,BAmas12_ven descending 3 left,BAmas12_ven descending 3 right,65
3944330,15732050,DN-SEZ,no official annotation,Output of PC Hugin left,Output of PC Hugin right,65
16545101,4812481,pre-DN-VNC,no official annotation,double-hook BAmv1/2 left,double-hook BAmv1/2 right,65
15997666,15508735,sensory,gustatory-pharyngeal,AN-L-Sens-B2-ACp-01,AN-R-Sens-B2-ACp-01,65
17306107,6111289,other,no official annotation,CM4 contralateral 2 left,CM4 contralateral 2 right; DPMpm b 4 MEF int comm; CM4 dor pos 4,65
4408362,4721087,other,no official annotation,NH; BAmd2_left -axon incomplete,NH; BAmd2_right,65
16935790,11359482,PN-somato,proprio 2nd_order PN,CM4 contralateral 1 left; BZ ; CM4 dor pos 2 left,CM4 contralateral 1 right; DPMpm c 3 MEF ven and comm; CM4 dor pos 8,65
8801736,6049565,pre-DN-VNC,PL-14,Stirrups left,Stirrups right,65
15431408,16714214,pre-DN-VNC,no official annotation,pacman-2? left,pacman-2 right,65
12299805,7422595,other,no official annotation,DALl1 5 left,DALl1 5 right,66
12299647,11624548,other,no official annotation,SLV_left,SLV_right,66
10345590,15048530,pre-DN-SEZ,no official annotation,BLAl F neuron 1 left,BLAl F neuron 1 right,66
7388340,15606239,pre-DN-SEZ,no official annotation,BLAl_l-X left,BLAl_l-X right,66
9428865,13674287,pre-DN-VNC,no official annotation,AP ;  BAla34 dor 2_left,AP ;  BAla34 dor 2_right,66
10792617,11278919,pre-DN-VNC,no official annotation,DPMpm1  2_left,DPMpm1 2_right,66
10797407,14760757,pre-DN-VNC,no official annotation,Bike Bars left,Bike Bars right; DALl1 7,66
16444548,7807684,other,no official annotation,crab-1 left,crab-1 right,66
3044500,6317793,DN-SEZ,no official annotation,DPLc1 Descending L,DPLc1 Descending R,66
14034311,5976168,DN-SEZ,no official annotation,DPMl b 1 loSM left,DPMl b 1 loSM right,66
19088042,8717042,CN,no official annotation,neuron 19088043 left,AU : Right BLAv2 post early dor neuron 8717043,66
5091874,9287906,MB-FBN,FB2N-15,DPLm1(D CB)3_left,DPLm1(D CB)3_right,66
3946166,3620633,DN-VNC,no official annotation,Pre-goro3 left,Pre-goro3 right,66
17177103,17177115,MB-FFN,FFN-22,neuron 17177104,N5_right,66
15568134,5973097,pre-DN-SEZ,no official annotation,Bilaterial downstream BPL-to-MB left,Bilaterial downstream BPL-to-MB right; CP4 3,66
11329998,13365464,CN,no official annotation,DPMm1 FB4_left,DPMm1 FB4_right,66
16492104,10617840,MB-FFN,FFN-40,lowercase-h left,lowercase-h right,66
16051878,8951591,pre-DN-SEZ,no official annotation,BLVa12 bilateral left,BLVa12 bilateral right; Mediates descend from LH,66
15577444,5656152,other,no official annotation,neuron 15577445,Review weird fork,66
16848475,17980792,MB-FBN,FB2N-17,Exclusive to 24; CP4 5 -left,Exclusive to 24; CP4 5 right,66
13199414,11234536,MB-FFN,FFN-20,Headphone-2_left,Headphone-2_right,66
9527333,13210358,MB-FBN,FB2N-19,Headphone_left,Headphone_right,66
12279909,8471817,pre-DN-SEZ,no official annotation,BLAl F neuron 2 left,BLAl F neuron 2 right,66
10583715,11306294,pre-DN-VNC,no official annotation,DPMm1 FB1_left,DPMm1 FB1_right,66
12233237,11528017,MB-FBN,FB2N-1,AF11: ipsi PDL left,AF11: check if new 3rd BME  (ipsi PDL right?) neuron 11528018 ,67
12364717,11356523,pre-DN-SEZ,no official annotation,AO ; Left No branching in the lower part,AO ;  Right Sister of BPL to MB?,67
15605301,15607335,pre-DN-SEZ,no official annotation,DALl1 bilateral 1 left,DALl1 bilateral 1 right,67
3931398,3793760,PN-somato,mechano-II/III 2nd_order PN,Output of Munin 3 left - PAIR #1,Output of Munin 3 right - PAIR #1; CP4 9,67
2597151,3158085,pre-DN-VNC,no official annotation,AF5: Short-presynaptic-D-1R,AF5: Short-presynaptic-D-1L,67
17096642,16751955,MB-FFN,FFN-28,Dumbo_left,Dumbo_right,67
12299704,10768709,pre-DN-SEZ,no official annotation,Bilateral near MB_left,Bilateral near MB_right,67
12293334,13405613,other,no official annotation,inner bridge 1 left,inner bridge 1 right,67
7557604,3276003,pre-DN-VNC,no official annotation,L1: Short-presynapticD-3-L,L1: Short-presynapticD-3-R,67
15576292,17384874,pre-DN-SEZ,no official annotation,CPd bilateral 1 left,CPd bilateral 1 right; CP4 7,67
9408003,6061068,other,no official annotation,AF1 left,AF1 right,67
5462159,6446394,DN-VNC,no official annotation,PDM-DN_right,PDM-DN_left,68
16007457,8840343,other,no official annotation,BLA pointer left,BLA pointer right,68
11079069,10986253,pre-DN-VNC,no official annotation,UNK ipsilateral 2 left,UNK ipsilateral 2 right; Above-BPL to telegoro ipsilateral right,68
11073313,16347476,pre-DN-VNC,no official annotation,DPM splitter left,DPM splitter right,68
19166349,13167730,pre-DN-VNC,no official annotation,BAla12 ascending 1 left,BAla12 ascending 1 right,68
5690425,19010160,DN-VNC,no official annotation,CPf descending ipsilateral left,CPf descending ipsilateral right,68
12654063,12990900,pre-DN-SEZ,no official annotation,UNK ipsilateral 1 left,UNK ipsilateral 1 right; DPLc ant med 2 right,68
8047280,7587948,DN-VNC,no official annotation,down pOLP left,down pOLP right,68
5680013,17658978,DN-VNC,no official annotation,CPf descending 1 left,CPf descending 1 right,68
5754346,3764792,DN-VNC,_telegoro-1,telegoro-1L,telegoro-1R,68
17729335,8592501,pre-DN-VNC,no official annotation,BLP12 hook 4 left,BLP12 hook 4 right,68
4409374,4234559,other,no official annotation,CM13 lat 3_left,CM13 lat 3_right,69
9251793,4190567,MB-FBN,FBN-20,SJ: DALv23 L LAL dor pos 2_left,SJ: DALv23 L LAL dor pos 2_right,69
17373283,10339991,CN,no official annotation,DPMpm1 3_left,DPMpm1 3_right,69
4433197,15668497,other,no official annotation,DALcl12 v d 3 L,DALcl12 v d 3 R,69
17315288,5326407,pre-DN-SEZ,no official annotation,CP23 v 11_left,CP23 v 11_right,69
15974183,15662776,CN,PL-8,DALcl12 v d 1 left,DALcl12 v d 1 right,69
16933362,4234016,MB-FFN,FFN-41,DPLal A_left,DPLal A_right,69
9252296,4201555,MB-FBN,FB2N-10; proprio 2nd_order PN,DALv23 L LAL dor pos 3 left,DALv23 LAL 12 right,69
17340955,15605297,other,no official annotation,DALcl12 v d 4 L,DALcl12 v d 4 R,69
9048462,10612630,MB-FFN,FFN-1,MBE7a-like left,To finish with soma; CP23 v 10 right,69
17177419,4227880,pre-DN-VNC,no official annotation,EV_left,EV_right ,69
8802069,4665627,MB-FFN,FFN-9,neuron 8802070 down_oct,N2_right,69
8052161,4152272,MB-FBN,FB2N-14,DALv23 L subMB 1 or 2_left,DALv23 sub MB 1_right,69
11908619,8318813,CN,no official annotation,DALcl12 v d 5 Left,DALcl12 v d 5 right,69
17813457,17083341,pre-DN-VNC,PL-24,neuron 17813458 left,CM13 med right,69
10918898,4228105,pre-DN-VNC,no official annotation,ML_left,ML_right,69
14539753,12962772,DN-SEZ,no official annotation,BS; CM4 dor ant 1 DNs_left,BS; CM4 dor ant 1 DNs_right ,69
9072237,4201020,PN-somato,FFN-8; proprio 2nd_order PN,DALv23 L dor pos 1 left,DALv23 LAL 11 right,69
18412747,17336347,PN-somato,proprio 2nd_order PN,HAS SOMA Neuron 18412748,To Finish with soma; CM13 lat 18,69
13718916,15673454,other,no official annotation,DALcl12 v d 2 left,DALcl12 v d 2 right,69
17280216,4337398,MB-FBN,FB2N-13,DALv23 L subMB 1 or 2_left,DALv23 sub MB 2_right,69
4110483,17587726,DN-VNC,no official annotation,BAmv12 descending 2 left,BAmv12 descending 2 right,70
18088813,17660233,pre-DN-VNC,no official annotation,CM4 small 1 left,CM4 small 1 right,70
17732071,18909888,other,no official annotation,DPLal medial left -FORCED,DPLal medial right,70
18458734,13775497,ascending,unknown modality,A06k_a1l,A06k_a1r,70
18123575,17543765,DN-VNC,no official annotation,BAla34 lateral descending 1b left,BAla34 lateral descending 1b right,70
8810141,12422355,pre-DN-VNC,no official annotation,CM13 horseshoe 1 left,CM13 horseshoe 1 right,70
15629759,2659504,pre-DN-VNC,no official annotation,CM4-dm horseshoe 1 left,CM4-dm horseshoe 1 right,70
17102002,1065967,DN-VNC,no official annotation,DPMl_ant_ven descending left,DPMl_ant_ven descending right,70
12390459,19989037,PN-somato,proprio 2nd_order PN,BAla12 big axon left,BAla12 big axon right,70
18305433,17587730,DN-VNC,no official annotation,BAmv12 descending 1 left,BAmv12 descending 1 right,70
10382824,17297936,pre-DN-VNC,no official annotation,DPMpl12 fork left,DPMpl12 fork right,70
10018150,17379298,DN-VNC,no official annotation,CM4 sparse descending left,CM4 sparse descending right; CM4 dor ant 6 DNs_JMpair17,70
17359111,16316973,DN-SEZ,no official annotation,BAmas12_dor SEZ descending left,BAmas12_dor SEZ descending right,70
16928740,15560623,DN-VNC,no official annotation,DALcm12-v descending left,DALcm12-v descending right,70
17732076,17378475,other,no official annotation,DPlal Small 3 left,DPlal Small 3 right,70
5768240,1805418,pre-DN-SEZ,no official annotation,BLP post ven neuron 1 left,BLP post ven neuron 1 right; BLP34 a 6,70
13370624,14756440,pre-DN-VNC,no official annotation,DALv1 bilateral 1 left,DALv1 bilateral 1 right,70
